Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Scotland,12.25 ,0.00 ,274.73 ,1647768.52 ,895547.85 ,2736.08 ,19645.43 ,11177979.75 ,11481768.77 ,38847.87 ,304.09 ,5.01 ,20.65 ,180.30 ,5259.08 ,10.27 ,39.95 ,1099.08 ,10834.65 ,0.00 ,0.08 ,1861.85 ,1097.80 ,2857.70 ,770.18 ,27.77 ,13.86 ,0.00 ,0.13 ,54.60 ,15.10 ,33.54 ,1.48 ,0.53 ,0.43 ,0.20 ,0.44 
Scotland,15.07 ,0.13 ,382.20 ,2013839.75 ,1090867.43 ,1584.05 ,14685.51 ,14262713.75 ,14776160.79 ,38924.33 ,226.25 ,6.43 ,5.72 ,258.15 ,7883.30 ,17.45 ,37.08 ,1427.42 ,18519.99 ,0.00 ,0.00 ,1649.59 ,1345.44 ,3861.54 ,820.64 ,37.36 ,18.44 ,0.00 ,1.35 ,74.48 ,27.01 ,41.51 ,1.56 ,0.67 ,1.81 ,1.28 ,1.78 
Scotland,11.90 ,0.00 ,309.50 ,1707344.75 ,1143930.54 ,1480.06 ,12260.91 ,14279856.81 ,14276528.35 ,34239.77 ,212.85 ,5.86 ,23.70 ,257.40 ,6512.92 ,13.86 ,42.86 ,1359.20 ,13112.50 ,0.00 ,0.00 ,1611.19 ,1460.80 ,3743.10 ,642.78 ,26.83 ,15.03 ,0.13 ,0.72 ,71.09 ,14.39 ,32.74 ,0.83 ,0.68 ,104.17 ,108.31 ,104.76 
Scotland,13.78 ,0.18 ,408.59 ,1952201.13 ,1182438.28 ,1664.74 ,14340.73 ,14948325.91 ,14925376.96 ,35916.20 ,250.39 ,2.91 ,20.61 ,271.51 ,6009.72 ,12.22 ,43.33 ,1126.35 ,13858.03 ,0.00 ,0.06 ,1859.75 ,1630.62 ,3836.51 ,748.65 ,26.92 ,19.64 ,0.00 ,0.82 ,78.67 ,17.60 ,31.71 ,1.14 ,0.88 ,6.09 ,6.06 ,5.90 
Scotland,20.60 ,0.00 ,455.86 ,1897924.04 ,913739.55 ,1799.44 ,9772.11 ,11179165.23 ,10707708.31 ,38853.90 ,243.84 ,9.45 ,24.22 ,217.73 ,6907.74 ,14.04 ,53.06 ,1343.41 ,13544.98 ,0.00 ,0.00 ,1998.36 ,1357.82 ,2683.59 ,845.78 ,21.13 ,17.67 ,0.00 ,0.55 ,51.97 ,24.65 ,27.81 ,0.69 ,0.48 ,0.97 ,0.78 ,0.91 
Scotland,19.92 ,0.09 ,514.68 ,2306379.10 ,1083718.71 ,1343.98 ,9876.18 ,13672543.45 ,14643937.49 ,44096.77 ,230.16 ,5.77 ,19.18 ,284.86 ,7312.42 ,16.65 ,37.23 ,1287.79 ,16234.45 ,0.00 ,0.00 ,1955.54 ,1470.43 ,3686.62 ,993.48 ,19.52 ,21.03 ,0.01 ,0.17 ,75.29 ,35.04 ,25.92 ,0.53 ,0.96 ,2.18 ,1.80 ,1.88 
Scotland,13.79 ,0.00 ,294.10 ,1621630.47 ,863997.97 ,919.18 ,3439.81 ,11181566.23 ,11203364.55 ,41122.19 ,158.33 ,5.51 ,45.74 ,228.40 ,7436.15 ,12.82 ,37.67 ,1370.63 ,14347.24 ,0.06 ,0.82 ,1375.32 ,1318.54 ,2872.10 ,799.86 ,21.60 ,17.35 ,0.00 ,0.39 ,52.49 ,27.06 ,26.65 ,0.79 ,0.63 ,0.85 ,1.24 ,0.91 
Scotland,19.54 ,0.04 ,509.85 ,2249190.73 ,1182573.62 ,1525.44 ,4187.93 ,15215999.76 ,15815709.01 ,42754.71 ,179.34 ,8.14 ,35.23 ,309.94 ,9024.29 ,20.45 ,42.35 ,1387.35 ,16417.94 ,0.00 ,0.00 ,2256.67 ,1805.25 ,4105.30 ,898.44 ,17.24 ,29.34 ,0.00 ,1.08 ,80.97 ,20.83 ,25.89 ,0.41 ,0.88 ,0.83 ,0.37 ,0.83 
Scotland,21.13 ,0.00 ,480.53 ,2367139.31 ,1154337.26 ,1382.21 ,14110.42 ,15080406.23 ,15990473.27 ,42875.47 ,208.46 ,8.40 ,17.87 ,267.85 ,9099.32 ,18.07 ,35.92 ,1415.70 ,15795.60 ,0.43 ,0.05 ,2453.66 ,1460.73 ,4148.56 ,907.74 ,17.93 ,20.34 ,0.00 ,0.59 ,78.94 ,25.68 ,24.62 ,0.97 ,0.79 ,0.60 ,0.55 ,0.66 
Scotland,10.21 ,0.00 ,300.98 ,1501239.14 ,909074.83 ,1599.64 ,14739.01 ,11195045.61 ,11560431.86 ,29017.21 ,209.66 ,6.81 ,15.73 ,208.24 ,4919.53 ,9.95 ,36.17 ,936.10 ,11111.52 ,0.08 ,0.00 ,1355.43 ,1353.48 ,2954.53 ,571.66 ,13.99 ,14.37 ,0.00 ,0.16 ,52.78 ,17.61 ,21.32 ,0.47 ,0.70 ,0.50 ,0.68 ,0.54 
Scotland,14.87 ,0.00 ,328.27 ,2235537.74 ,1095709.46 ,1127.29 ,9304.34 ,14503308.01 ,15361143.35 ,39604.89 ,134.09 ,8.19 ,13.19 ,205.37 ,7633.04 ,15.46 ,38.51 ,1468.66 ,13916.15 ,0.08 ,0.00 ,1968.20 ,1418.44 ,3907.64 ,820.87 ,14.28 ,17.66 ,0.00 ,0.97 ,71.97 ,14.34 ,20.22 ,0.58 ,0.90 ,0.89 ,0.71 ,0.87 
Scotland,15.90 ,0.02 ,404.58 ,2175878.05 ,1053615.41 ,1474.21 ,11824.85 ,13601702.60 ,14407231.84 ,43596.39 ,202.22 ,8.76 ,29.67 ,203.14 ,7047.49 ,15.96 ,43.29 ,1489.82 ,16631.45 ,0.07 ,0.00 ,1529.03 ,1368.26 ,3656.06 ,929.76 ,12.25 ,17.99 ,0.00 ,0.80 ,68.12 ,17.09 ,19.20 ,0.47 ,0.82 ,0.50 ,0.41 ,0.54 
Scotland,9.95 ,0.00 ,365.94 ,1475922.23 ,946414.34 ,1505.37 ,3569.23 ,11894364.36 ,11602093.09 ,32621.61 ,222.47 ,5.47 ,7.77 ,200.16 ,5354.23 ,11.89 ,31.65 ,1034.32 ,11811.43 ,0.00 ,0.06 ,1161.94 ,1179.06 ,2908.53 ,646.75 ,11.23 ,12.76 ,0.00 ,0.62 ,58.22 ,20.90 ,16.71 ,0.38 ,0.67 ,1.24 ,0.37 ,0.71 
Scotland,11.29 ,0.00 ,237.66 ,1674626.91 ,804875.30 ,1546.80 ,2336.27 ,10811696.62 ,11350024.07 ,32747.50 ,162.92 ,6.17 ,34.77 ,192.35 ,6380.98 ,10.44 ,33.65 ,1065.57 ,10556.97 ,0.00 ,0.00 ,1414.12 ,1001.46 ,2867.31 ,721.72 ,10.15 ,14.07 ,0.00 ,0.37 ,54.75 ,16.13 ,15.76 ,0.32 ,0.42 ,0.69 ,0.32 ,0.51 
Scotland,15.66 ,0.13 ,312.22 ,2090737.15 ,1081082.46 ,1481.47 ,5002.92 ,13996791.87 ,14271785.97 ,34809.71 ,144.12 ,14.34 ,20.27 ,291.79 ,8135.29 ,15.17 ,37.10 ,1450.66 ,15410.98 ,0.08 ,0.00 ,3013.70 ,1295.22 ,3486.37 ,696.70 ,10.51 ,15.58 ,0.00 ,1.37 ,82.57 ,17.38 ,17.70 ,0.42 ,0.80 ,0.61 ,0.73 ,0.70 
Scotland,13.27 ,0.00 ,252.03 ,1654403.60 ,862659.37 ,1289.43 ,4949.74 ,10814000.05 ,11364476.68 ,33280.17 ,192.80 ,4.55 ,35.03 ,199.07 ,5931.95 ,11.55 ,55.70 ,1193.20 ,11841.57 ,0.00 ,0.05 ,1218.16 ,1030.94 ,2781.63 ,701.73 ,8.03 ,13.81 ,0.54 ,0.99 ,51.13 ,30.92 ,14.31 ,0.87 ,0.50 ,5.54 ,5.08 ,5.45 
Scotland,11.85 ,0.17 ,264.81 ,1696583.17 ,880201.99 ,2049.38 ,3963.45 ,11185628.81 ,11658473.56 ,30172.89 ,171.90 ,6.72 ,33.14 ,198.52 ,6189.73 ,11.86 ,37.27 ,1110.40 ,11996.15 ,0.00 ,0.00 ,1401.12 ,1195.67 ,2956.93 ,665.64 ,12.74 ,14.20 ,0.00 ,21.95 ,55.59 ,39.20 ,18.21 ,0.37 ,0.70 ,0.40 ,0.36 ,0.45 
Scotland,20.14 ,0.00 ,412.26 ,2160573.59 ,1008875.81 ,1651.15 ,8736.52 ,13871338.57 ,14212962.37 ,45557.37 ,203.03 ,9.80 ,41.80 ,257.94 ,7835.90 ,15.41 ,41.68 ,1347.47 ,19253.16 ,0.00 ,0.00 ,1848.92 ,1418.15 ,3692.10 ,965.33 ,9.96 ,23.02 ,0.00 ,0.76 ,74.97 ,20.50 ,16.35 ,0.28 ,0.99 ,0.41 ,0.48 ,0.62 
Scotland,18.11 ,0.00 ,367.47 ,2367792.29 ,1148598.72 ,1305.07 ,2696.15 ,14845817.75 ,15220485.50 ,40240.23 ,238.49 ,12.63 ,9.08 ,291.03 ,6471.43 ,10.26 ,46.84 ,1215.05 ,16718.45 ,0.00 ,0.00 ,3245.38 ,1394.11 ,3898.44 ,830.48 ,10.24 ,12.95 ,0.00 ,0.99 ,84.48 ,18.53 ,16.01 ,0.15 ,0.91 ,0.53 ,0.52 ,0.65 
Scotland,13.06 ,0.00 ,319.89 ,1868967.41 ,1027432.09 ,1338.70 ,8858.19 ,13496944.40 ,14143296.74 ,36414.18 ,265.43 ,6.62 ,11.64 ,264.45 ,7852.90 ,16.31 ,42.42 ,1214.75 ,15103.32 ,0.00 ,0.00 ,1850.47 ,1313.44 ,3688.40 ,774.91 ,8.84 ,16.61 ,0.00 ,1.53 ,68.39 ,16.18 ,15.95 ,0.03 ,0.66 ,0.75 ,0.44 ,0.60 
Scotland,13.43 ,0.00 ,308.38 ,1608480.88 ,904413.84 ,1194.54 ,4548.34 ,11818257.68 ,12539524.26 ,29344.81 ,186.59 ,5.41 ,20.08 ,214.52 ,6716.37 ,12.73 ,51.26 ,1134.95 ,12976.21 ,0.00 ,0.05 ,1523.08 ,1165.34 ,3263.59 ,625.42 ,7.20 ,19.89 ,0.00 ,0.95 ,57.09 ,17.12 ,12.45 ,0.24 ,0.76 ,1.95 ,2.25 ,2.30 
Scotland,15.24 ,0.00 ,346.29 ,1879472.12 ,1024907.41 ,1419.74 ,17744.61 ,13160407.06 ,13671605.26 ,37961.27 ,185.40 ,5.12 ,15.73 ,258.65 ,6474.32 ,11.27 ,17.46 ,1282.30 ,12585.75 ,0.00 ,0.47 ,1567.15 ,1349.23 ,3482.61 ,768.53 ,11.08 ,17.24 ,0.00 ,0.22 ,67.11 ,16.31 ,17.25 ,0.50 ,0.69 ,0.89 ,0.90 ,0.91 
Scotland,17.34 ,0.00 ,398.06 ,2072907.63 ,1020869.91 ,1928.45 ,22405.17 ,13056448.77 ,13584748.56 ,41885.42 ,195.19 ,6.85 ,12.11 ,224.66 ,7955.31 ,13.95 ,9.13 ,1422.21 ,14443.80 ,0.09 ,0.07 ,1664.37 ,1359.54 ,3494.05 ,890.18 ,7.38 ,17.30 ,0.00 ,0.37 ,62.15 ,9.17 ,15.02 ,0.37 ,0.82 ,0.49 ,0.17 ,0.26 
Scotland,17.46 ,0.00 ,431.62 ,2149978.57 ,949011.40 ,794.78 ,13109.30 ,12534844.35 ,12800949.69 ,41113.52 ,172.65 ,5.43 ,8.61 ,224.11 ,6992.95 ,16.25 ,9.47 ,1330.33 ,15262.57 ,0.00 ,0.00 ,1770.00 ,1394.56 ,3195.71 ,957.54 ,7.77 ,15.17 ,0.00 ,0.15 ,63.35 ,9.87 ,15.00 ,0.00 ,0.71 ,0.54 ,0.57 ,0.52 
Scotland,12.50 ,0.00 ,296.04 ,1656064.32 ,869459.77 ,918.46 ,11651.93 ,11402989.54 ,11669781.53 ,31864.66 ,145.24 ,5.89 ,14.13 ,194.02 ,6636.47 ,12.87 ,7.75 ,1198.18 ,12015.80 ,0.00 ,0.45 ,1605.63 ,1081.29 ,2998.51 ,676.48 ,7.05 ,16.40 ,0.00 ,0.00 ,55.11 ,5.31 ,17.27 ,0.00 ,0.62 ,0.00 ,0.01 ,0.00 
Scotland,9.35 ,0.00 ,209.69 ,1471023.55 ,786531.42 ,990.90 ,9197.06 ,10102554.67 ,9802523.16 ,31989.35 ,138.29 ,7.84 ,41.13 ,205.07 ,7544.54 ,16.07 ,12.40 ,1172.34 ,12626.16 ,0.07 ,0.00 ,1496.52 ,1091.11 ,2504.10 ,651.57 ,5.97 ,17.68 ,0.00 ,1.50 ,50.26 ,15.60 ,13.01 ,0.29 ,0.61 ,0.41 ,0.29 ,0.42 
Scotland,23.38 ,0.00 ,533.91 ,2108228.26 ,1047223.18 ,1286.23 ,14889.26 ,13483429.25 ,13212825.25 ,46005.05 ,200.32 ,8.67 ,49.02 ,281.53 ,8592.07 ,18.82 ,30.31 ,1551.70 ,15860.81 ,0.06 ,0.04 ,1784.48 ,1453.03 ,3466.88 ,921.71 ,10.56 ,25.17 ,0.00 ,1.07 ,60.29 ,31.03 ,19.81 ,0.00 ,0.70 ,2.26 ,2.01 ,2.22 
Scotland,13.26 ,0.00 ,300.62 ,1955475.27 ,1078792.83 ,1032.14 ,8492.38 ,14033700.04 ,14257658.53 ,85301.29 ,204.91 ,4.57 ,26.71 ,538.74 ,7071.12 ,14.53 ,11.70 ,1187.77 ,15523.51 ,0.00 ,0.43 ,1568.70 ,1401.35 ,3606.18 ,2092.86 ,6.86 ,20.72 ,0.00 ,1.99 ,74.43 ,29.01 ,12.54 ,0.00 ,0.82 ,0.29 ,0.33 ,0.31 
Scotland,12.60 ,0.00 ,279.38 ,1751690.03 ,844166.49 ,1033.61 ,1035.02 ,10908241.77 ,11467767.16 ,35113.81 ,182.36 ,10.93 ,20.50 ,186.80 ,5993.70 ,12.18 ,14.78 ,1108.47 ,12129.14 ,0.00 ,0.05 ,2345.02 ,1069.95 ,2879.53 ,747.23 ,5.19 ,16.30 ,0.26 ,1.86 ,65.80 ,15.45 ,9.15 ,0.24 ,0.57 ,1.52 ,1.59 ,1.62 
Scotland,13.40 ,0.00 ,324.48 ,1858689.28 ,933189.09 ,1148.83 ,10256.63 ,12495720.64 ,13007292.72 ,40708.70 ,144.25 ,10.42 ,35.86 ,177.19 ,6666.92 ,12.35 ,19.36 ,1207.92 ,16459.86 ,0.00 ,0.96 ,1746.72 ,1271.16 ,3272.10 ,784.22 ,6.12 ,16.01 ,0.00 ,0.35 ,69.38 ,13.94 ,12.07 ,0.00 ,0.73 ,0.45 ,0.28 ,0.43 
Scotland,13.28 ,0.00 ,300.64 ,1691824.82 ,1141394.57 ,1556.95 ,9859.16 ,13548368.68 ,13329759.13 ,30584.34 ,192.37 ,15.54 ,23.61 ,229.42 ,5046.26 ,11.85 ,8.34 ,1013.24 ,13212.97 ,0.08 ,0.00 ,2351.01 ,1427.64 ,3531.23 ,573.25 ,6.94 ,10.66 ,0.00 ,0.00 ,75.37 ,10.61 ,15.42 ,0.06 ,0.78 ,0.11 ,0.00 ,0.05 
Scotland,17.23 ,0.00 ,294.57 ,1335221.33 ,826038.61 ,1199.19 ,22062.07 ,11277582.42 ,11326934.93 ,26823.10 ,179.32 ,13.29 ,44.17 ,152.93 ,6443.33 ,9.83 ,20.10 ,1335.33 ,16870.00 ,0.00 ,0.05 ,2215.73 ,1057.46 ,2930.00 ,537.82 ,7.15 ,10.68 ,0.00 ,0.70 ,66.83 ,14.74 ,12.83 ,1.11 ,0.55 ,1.26 ,1.29 ,1.29 
Scotland,10.93 ,0.00 ,252.62 ,1589110.88 ,877179.65 ,1242.31 ,27135.98 ,11381376.12 ,11554383.23 ,30605.91 ,127.28 ,3.09 ,31.62 ,171.71 ,5381.68 ,11.99 ,7.41 ,1059.66 ,13142.42 ,0.43 ,0.06 ,1538.91 ,1363.40 ,2959.24 ,616.92 ,5.61 ,11.14 ,0.00 ,0.01 ,57.85 ,10.69 ,12.88 ,0.08 ,0.60 ,0.00 ,0.00 ,0.00 
Scotland,12.02 ,0.00 ,250.01 ,1468534.45 ,780766.03 ,1539.57 ,17147.19 ,9860044.25 ,10543782.76 ,29904.23 ,214.58 ,3.50 ,34.00 ,173.21 ,6972.89 ,9.70 ,12.45 ,887.27 ,13839.38 ,0.00 ,0.05 ,1782.66 ,1004.17 ,2707.66 ,653.87 ,6.46 ,12.98 ,0.08 ,2.10 ,52.62 ,11.18 ,11.85 ,0.00 ,0.49 ,6.37 ,6.93 ,6.93 
Scotland,12.81 ,0.00 ,304.56 ,1725224.19 ,1010031.52 ,1252.17 ,19384.36 ,12181091.46 ,12172828.08 ,42333.76 ,201.86 ,7.68 ,35.93 ,236.93 ,6471.76 ,14.37 ,12.79 ,1098.03 ,15790.77 ,0.00 ,0.05 ,1499.92 ,1454.50 ,3183.97 ,821.33 ,7.01 ,17.11 ,0.00 ,1.25 ,57.70 ,11.77 ,14.19 ,0.00 ,0.67 ,0.08 ,0.17 ,0.13 
Scotland,8.05 ,0.11 ,148.88 ,1080088.82 ,898166.28 ,1034.15 ,14945.94 ,11229472.43 ,11314923.83 ,18735.71 ,154.42 ,8.13 ,13.16 ,206.29 ,4980.16 ,8.61 ,6.47 ,932.87 ,11390.80 ,0.00 ,0.49 ,2912.10 ,1155.18 ,2993.90 ,282.37 ,6.84 ,10.37 ,0.00 ,0.18 ,74.28 ,3.53 ,14.03 ,0.83 ,0.70 ,3.24 ,4.13 ,3.74 
Scotland,13.38 ,0.01 ,308.50 ,1628162.77 ,1075340.13 ,1469.46 ,8441.64 ,12611028.90 ,11386218.03 ,30091.90 ,239.72 ,14.49 ,6.28 ,206.81 ,4796.00 ,12.22 ,13.25 ,1137.56 ,12952.24 ,0.08 ,0.05 ,2661.48 ,1224.11 ,2970.67 ,540.00 ,5.51 ,12.19 ,0.00 ,0.11 ,65.93 ,5.73 ,12.87 ,0.00 ,0.87 ,0.00 ,0.00 ,0.00 
Scotland,12.94 ,0.00 ,191.03 ,1628266.52 ,1154992.03 ,1273.70 ,14411.38 ,13970973.93 ,14327816.71 ,25252.30 ,170.41 ,9.30 ,14.79 ,225.96 ,4684.81 ,10.63 ,8.94 ,974.46 ,13138.58 ,0.00 ,0.08 ,3410.25 ,1188.75 ,4016.64 ,379.50 ,5.27 ,10.21 ,0.00 ,0.00 ,99.19 ,5.79 ,15.08 ,0.08 ,0.89 ,0.00 ,0.12 ,0.20 
Scotland,14.30 ,0.00 ,255.11 ,1730352.73 ,1076092.91 ,1375.17 ,15963.90 ,13791149.28 ,13913708.12 ,27233.88 ,229.74 ,19.46 ,11.69 ,235.49 ,5637.21 ,11.51 ,7.66 ,1326.45 ,16389.92 ,0.00 ,0.95 ,3469.57 ,1356.09 ,3753.74 ,466.45 ,5.72 ,13.19 ,0.00 ,0.00 ,87.78 ,11.52 ,12.51 ,0.00 ,0.99 ,8.06 ,9.03 ,8.60 
Scotland,24.89 ,0.32 ,672.96 ,1640109.79 ,993418.19 ,1309.07 ,21162.44 ,7327127.92 ,6042627.23 ,30707.32 ,206.25 ,8.42 ,10.80 ,218.46 ,5514.80 ,10.81 ,13.04 ,1041.97 ,14634.96 ,0.36 ,0.89 ,4044.72 ,1000.59 ,3305.40 ,577.26 ,226.63 ,15.30 ,0.34 ,0.27 ,94.08 ,12.59 ,150.76 ,8.99 ,0.94 ,0.64 ,0.89 ,0.76 
Scotland,34.58 ,0.22 ,917.93 ,2279000.08 ,1333363.92 ,887.71 ,22421.81 ,9929387.91 ,8357827.99 ,38863.57 ,158.50 ,13.20 ,19.34 ,190.34 ,6202.70 ,12.64 ,16.61 ,1122.95 ,16894.46 ,0.00 ,0.00 ,3748.71 ,1416.55 ,4696.81 ,847.01 ,165.90 ,14.43 ,0.41 ,0.28 ,126.92 ,10.44 ,118.87 ,6.88 ,1.17 ,0.70 ,0.96 ,0.86 
Scotland,23.14 ,0.30 ,571.78 ,2041489.78 ,1048986.10 ,1364.40 ,21108.95 ,7783260.52 ,6256560.44 ,36824.88 ,143.64 ,16.16 ,13.42 ,230.18 ,5538.49 ,13.48 ,19.63 ,1165.41 ,20406.68 ,0.75 ,0.46 ,3120.28 ,1319.56 ,3583.26 ,702.05 ,114.10 ,15.01 ,0.17 ,0.77 ,87.81 ,15.44 ,90.15 ,5.16 ,1.32 ,1.97 ,2.17 ,1.94 
Scotland,21.52 ,0.09 ,512.52 ,1593286.37 ,1160865.18 ,1173.55 ,20821.69 ,8566567.67 ,7068514.47 ,29549.46 ,209.46 ,9.93 ,10.51 ,232.94 ,5653.21 ,13.34 ,16.95 ,1257.42 ,18289.69 ,1.49 ,0.00 ,3720.07 ,1349.43 ,4031.92 ,498.24 ,78.25 ,13.06 ,0.24 ,1.13 ,105.15 ,8.18 ,67.71 ,4.41 ,1.05 ,1.20 ,0.87 ,1.00 
Scotland,18.02 ,0.35 ,406.21 ,1510702.33 ,978189.26 ,842.37 ,20535.94 ,7229800.28 ,5902435.69 ,26755.78 ,136.64 ,13.13 ,35.46 ,223.90 ,5709.45 ,11.83 ,17.04 ,1143.15 ,12552.04 ,0.37 ,0.90 ,2910.27 ,1263.18 ,3302.42 ,463.11 ,70.05 ,13.93 ,0.29 ,0.72 ,87.94 ,9.30 ,61.15 ,3.72 ,0.97 ,0.50 ,0.64 ,0.58 
Scotland,17.21 ,0.13 ,503.49 ,1656385.37 ,1012516.33 ,1126.07 ,19255.59 ,7179244.25 ,5740640.14 ,36604.64 ,171.48 ,6.72 ,15.37 ,282.25 ,5577.51 ,14.45 ,20.57 ,1944.05 ,12969.52 ,0.00 ,0.44 ,1710.27 ,1336.88 ,3256.64 ,806.72 ,64.28 ,19.10 ,0.59 ,0.91 ,68.09 ,16.90 ,56.96 ,2.67 ,1.00 ,1.35 ,1.66 ,1.50 
Scotland,20.19 ,0.37 ,449.79 ,2046829.37 ,1162913.39 ,935.03 ,19919.21 ,8279063.13 ,6541499.13 ,34017.96 ,196.58 ,20.09 ,11.60 ,201.45 ,4699.26 ,12.55 ,14.40 ,1080.58 ,16584.12 ,0.00 ,0.00 ,3874.91 ,1324.26 ,3685.04 ,629.37 ,54.24 ,10.00 ,0.17 ,0.28 ,99.51 ,9.48 ,53.93 ,3.14 ,0.95 ,0.62 ,0.65 ,0.64 
Scotland,20.46 ,0.32 ,424.30 ,2037656.13 ,1078250.38 ,1042.06 ,18523.68 ,7954224.93 ,6280541.25 ,35135.18 ,193.80 ,16.16 ,21.71 ,252.78 ,5648.30 ,9.95 ,32.30 ,1152.60 ,15638.46 ,0.00 ,0.43 ,3811.94 ,1347.62 ,3553.87 ,649.41 ,42.51 ,22.33 ,0.21 ,0.78 ,89.84 ,10.45 ,41.96 ,2.82 ,1.03 ,1.63 ,2.18 ,1.91 
Scotland,19.23 ,0.14 ,549.99 ,1578984.58 ,1059478.52 ,1474.37 ,18944.65 ,7529829.67 ,6193553.46 ,29248.53 ,145.09 ,16.72 ,15.43 ,281.84 ,4516.85 ,11.45 ,20.75 ,1022.96 ,15358.49 ,0.73 ,0.45 ,2918.16 ,1167.29 ,3792.84 ,575.38 ,35.53 ,11.77 ,0.23 ,0.38 ,90.83 ,11.78 ,37.64 ,2.10 ,1.07 ,0.94 ,0.56 ,0.69 
Scotland,17.38 ,0.31 ,396.25 ,1827378.39 ,1342324.81 ,1014.74 ,18449.88 ,9176638.02 ,7104352.56 ,30036.49 ,199.51 ,17.11 ,22.14 ,326.17 ,5718.26 ,12.46 ,42.92 ,1302.22 ,14201.00 ,0.37 ,0.00 ,3747.08 ,1418.68 ,4259.02 ,515.75 ,35.82 ,14.26 ,0.38 ,0.77 ,100.52 ,7.55 ,39.48 ,2.40 ,1.30 ,0.77 ,0.72 ,0.70 
Scotland,26.82 ,0.22 ,458.50 ,2244801.77 ,968845.98 ,1014.10 ,17986.30 ,6899597.90 ,5285147.43 ,35232.99 ,208.18 ,29.84 ,55.40 ,331.47 ,7077.70 ,16.52 ,39.54 ,1206.05 ,16668.46 ,0.70 ,0.42 ,3691.08 ,1351.06 ,3164.41 ,732.45 ,33.98 ,23.60 ,0.28 ,1.20 ,77.67 ,14.70 ,37.14 ,1.90 ,1.09 ,0.64 ,0.99 ,0.97 
Scotland,20.59 ,0.58 ,462.17 ,2243949.58 ,1231015.28 ,1035.01 ,19559.64 ,8754233.81 ,7294280.51 ,44566.93 ,266.76 ,11.72 ,99.89 ,292.93 ,8404.56 ,16.43 ,21.65 ,1440.00 ,16332.92 ,0.71 ,0.44 ,2207.49 ,1756.56 ,4192.85 ,968.92 ,29.45 ,23.99 ,0.24 ,0.64 ,89.57 ,15.02 ,34.11 ,1.91 ,1.01 ,1.27 ,1.33 ,1.11 
Scotland,19.86 ,0.13 ,408.34 ,2056275.14 ,1283736.96 ,998.17 ,19696.55 ,9087230.16 ,7187968.01 ,30528.70 ,213.65 ,15.84 ,20.61 ,304.47 ,6287.64 ,15.14 ,21.58 ,1359.09 ,25230.70 ,0.00 ,0.00 ,4077.72 ,1465.42 ,4286.25 ,523.42 ,26.63 ,18.72 ,0.04 ,0.99 ,107.02 ,7.39 ,31.45 ,1.44 ,1.34 ,0.79 ,0.72 ,0.69 
Scotland,17.40 ,0.35 ,367.37 ,1936264.55 ,1184261.64 ,1604.65 ,19931.85 ,8380410.63 ,6444858.65 ,32725.18 ,265.80 ,17.76 ,52.85 ,276.95 ,7141.64 ,19.70 ,21.97 ,1332.15 ,18196.04 ,0.37 ,0.00 ,3178.19 ,1514.43 ,3715.64 ,566.91 ,20.31 ,17.65 ,0.21 ,0.66 ,96.34 ,13.76 ,25.25 ,1.46 ,1.29 ,0.92 ,0.93 ,0.98 
Scotland,19.08 ,0.09 ,408.80 ,1783565.81 ,1197889.47 ,1168.37 ,18499.22 ,8737186.27 ,6977708.49 ,30315.15 ,189.11 ,15.95 ,14.36 ,282.20 ,5311.19 ,12.65 ,19.37 ,1099.97 ,16017.01 ,0.00 ,0.88 ,3563.96 ,1270.36 ,4055.44 ,503.28 ,22.13 ,17.83 ,0.06 ,0.47 ,105.55 ,11.55 ,29.54 ,1.21 ,1.03 ,0.90 ,0.87 ,0.86 
Scotland,16.46 ,0.05 ,348.04 ,1232970.31 ,755136.38 ,1449.64 ,19017.28 ,5160497.36 ,4129977.43 ,23906.46 ,187.29 ,10.89 ,24.21 ,220.77 ,6182.07 ,9.25 ,15.37 ,1000.19 ,10471.21 ,0.76 ,0.00 ,2242.22 ,809.99 ,2446.64 ,450.71 ,22.32 ,11.94 ,0.26 ,0.79 ,55.28 ,12.73 ,22.80 ,1.39 ,0.74 ,1.76 ,1.48 ,1.58 
