Class,7  Li  [ No Gas ] ,9  Be  [ No Gas ] ,11  B  [ No Gas ] ,23  Na  [ He ] ,24  Mg  [ He ] ,27  Al  [ He ] ,28  Si  [ He ] ,31  P  [ He ] ,39  K  [ He ] ,44  Ca  [ He ] ,47  Ti  [ He ] ,51  V  [ He ] ,52  Cr  [ He ] ,55  Mn  [ He ] ,56  Fe  [ He ] ,59  Co  [ He ] ,60  Ni  [ He ] ,63  Cu  [ He ] ,66  Zn  [ He ] ,71  Ga  [ He ] ,72  Ge  [ He ] ,75  As  [ He ] ,78  Se  [ He ] ,85  Rb  [ He ] ,88  Sr  [ He ] ,93  Nb  [ He ] ,95  Mo  [ He ] ,107  Ag  [ He ] ,111  Cd  [ He ] ,133  Cs  [ He ] ,135  Ba  [ He ] ,181  Ta  [ He ] ,182  W  [ He ] ,205  Tl  [ He ] ,206  [Pb]  [ He ] ,207  [Pb]  [ He ] ,208  Pb  [ He ] 
Scotland,20.10 ,0.00 ,540.90 ,1991305.20 ,1059773.70 ,2689.20 ,111807.60 ,9782488.20 ,12763173.60 ,116661.90 ,775.20 ,9.60 ,18.90 ,219.90 ,5898.30 ,8.10 ,14.10 ,790.80 ,9123.30 ,1.20 ,0.30 ,1294.50 ,722.70 ,3334.50 ,1241.10 ,6.60 ,10.80 ,0.30 ,0.30 ,84.30 ,58.20 ,6.30 ,0.30 ,0.30 ,0.90 ,0.60 ,0.60 
Iceland-W,13.71 ,0.44 ,49.20 ,1596616.71 ,1560379.91 ,3943.60 ,58782.07 ,14087090.74 ,20166616.51 ,49758.80 ,274.12 ,11.31 ,157.58 ,405.31 ,11784.04 ,12.51 ,69.31 ,1707.66 ,17222.92 ,0.27 ,0.00 ,1241.33 ,2136.27 ,4729.20 ,859.70 ,66.90 ,17.34 ,1.54 ,16.63 ,108.76 ,38.57 ,92.65 ,3.28 ,0.55 ,6.14 ,6.85 ,6.16 
Iceland-W,8.94 ,0.14 ,226.78 ,1209464.63 ,1714500.63 ,2594.48 ,52466.95 ,16457247.05 ,20249549.04 ,41340.08 ,304.99 ,3.90 ,36.87 ,394.33 ,9190.05 ,10.12 ,25.74 ,1475.12 ,16220.62 ,0.34 ,0.30 ,930.77 ,1985.50 ,5045.22 ,670.27 ,174.19 ,13.57 ,0.18 ,13.08 ,119.04 ,29.44 ,152.93 ,7.39 ,0.88 ,3.55 ,4.28 ,3.75 
Iceland-W,11.91 ,0.81 ,17.61 ,1704746.06 ,1723827.67 ,4113.60 ,64433.78 ,14476608.92 ,20940214.21 ,62388.76 ,314.26 ,7.77 ,42.52 ,326.84 ,13188.98 ,11.97 ,35.44 ,1613.61 ,15952.24 ,0.65 ,0.00 ,2890.14 ,2843.23 ,4834.45 ,1346.41 ,52.93 ,11.91 ,0.61 ,13.24 ,123.37 ,13.80 ,78.22 ,2.43 ,0.83 ,2.86 ,3.20 ,2.70 
Iceland-W,3.82 ,0.03 ,0.00 ,900286.12 ,1307766.20 ,27701.46 ,116224.84 ,10909269.94 ,12770008.52 ,35517.31 ,1091.24 ,2.50 ,45.55 ,257.47 ,10595.25 ,7.74 ,32.08 ,858.15 ,12973.74 ,0.00 ,0.64 ,1553.30 ,1182.56 ,2832.93 ,587.04 ,2.92 ,7.68 ,0.00 ,9.09 ,72.61 ,4.38 ,3.59 ,1.30 ,0.37 ,1.60 ,2.10 ,1.78 
Iceland-W,10.84 ,0.61 ,0.00 ,1923704.70 ,1539560.86 ,4693.29 ,65287.04 ,14179733.36 ,20576387.38 ,65640.84 ,504.85 ,8.94 ,168.94 ,351.20 ,16870.77 ,17.66 ,91.41 ,2061.21 ,16827.06 ,0.26 ,0.60 ,5222.12 ,2685.32 ,4593.81 ,1292.15 ,39.99 ,16.49 ,0.69 ,14.26 ,146.27 ,32.73 ,61.12 ,2.55 ,0.92 ,3.08 ,3.50 ,3.58 
Iceland-W,6.56 ,0.09 ,76.92 ,2091746.24 ,1405222.97 ,17230.76 ,127683.38 ,14108698.16 ,17474275.51 ,61865.39 ,727.90 ,6.70 ,29.67 ,231.18 ,13133.42 ,15.43 ,33.67 ,1925.02 ,15454.56 ,1.57 ,0.00 ,5060.66 ,2145.36 ,3812.65 ,1164.61 ,9.54 ,13.62 ,0.75 ,11.47 ,132.29 ,26.71 ,15.03 ,0.79 ,0.73 ,5.96 ,7.98 ,6.98 
Iceland-W,10.22 ,0.21 ,0.00 ,1531974.98 ,1583412.96 ,4530.49 ,68558.85 ,15211501.55 ,21882155.14 ,161624.13 ,376.95 ,8.22 ,47.94 ,380.90 ,13883.39 ,14.69 ,35.87 ,1503.10 ,16573.69 ,1.07 ,0.59 ,1463.14 ,2600.81 ,5442.96 ,3176.81 ,38.96 ,9.65 ,0.22 ,13.88 ,144.30 ,15.95 ,61.83 ,1.76 ,1.46 ,1.68 ,1.48 ,1.62 
Iceland-W,3.31 ,0.00 ,0.00 ,1629597.36 ,1633592.82 ,3704.69 ,221695.05 ,16499649.18 ,20803082.58 ,31385.36 ,352.12 ,4.04 ,17.23 ,239.30 ,9895.76 ,12.16 ,16.28 ,1305.82 ,14435.63 ,0.33 ,1.10 ,1364.28 ,1913.71 ,5318.13 ,312.54 ,12.31 ,11.67 ,0.00 ,11.31 ,139.61 ,1.39 ,20.09 ,0.68 ,1.08 ,0.58 ,0.81 ,0.68 
Iceland-W,9.34 ,0.28 ,0.00 ,1827497.55 ,1532344.65 ,6220.08 ,67898.60 ,13675596.28 ,20223415.46 ,40649.01 ,262.20 ,5.48 ,49.21 ,292.43 ,10861.44 ,9.65 ,22.27 ,1561.37 ,15357.93 ,0.26 ,0.55 ,3440.07 ,2482.84 ,4654.03 ,615.60 ,39.78 ,8.13 ,0.08 ,14.70 ,162.69 ,49.53 ,62.35 ,2.03 ,0.97 ,1.96 ,1.76 ,1.93 
Iceland-W,7.86 ,0.04 ,84.52 ,1943815.19 ,1604068.35 ,2331.63 ,110028.05 ,16013919.65 ,18964569.35 ,37862.07 ,247.09 ,3.90 ,26.04 ,260.30 ,10059.96 ,9.07 ,16.82 ,1574.77 ,15191.54 ,0.30 ,0.00 ,3583.04 ,2466.74 ,4445.47 ,498.99 ,54.02 ,9.07 ,0.00 ,14.81 ,156.33 ,26.61 ,64.86 ,3.07 ,1.05 ,6.32 ,6.93 ,6.77 
Iceland-W,5.86 ,0.20 ,0.00 ,1204558.03 ,1655605.93 ,3614.84 ,72516.38 ,15198550.66 ,21515340.50 ,36160.67 ,296.61 ,4.09 ,16.79 ,302.68 ,9012.29 ,13.16 ,28.93 ,1468.40 ,16072.70 ,0.58 ,0.14 ,1415.58 ,1934.78 ,5652.68 ,474.89 ,28.85 ,10.13 ,0.94 ,11.82 ,113.54 ,23.59 ,45.98 ,1.22 ,1.57 ,3.53 ,4.18 ,3.84 
Iceland-W,3.10 ,0.00 ,57.31 ,1242678.93 ,1634380.98 ,2739.92 ,111488.11 ,16869656.87 ,19965135.03 ,27571.15 ,339.03 ,3.84 ,22.74 ,269.69 ,9288.86 ,13.77 ,15.50 ,1476.89 ,14835.60 ,0.00 ,0.98 ,1258.60 ,1994.65 ,5248.14 ,296.52 ,46.83 ,12.04 ,0.00 ,11.59 ,112.75 ,3.64 ,57.60 ,2.32 ,1.57 ,0.41 ,0.56 ,0.45 
Iceland-W,3.80 ,0.18 ,0.00 ,1686150.07 ,1534508.33 ,2406.75 ,262159.37 ,16239271.34 ,19795736.62 ,26985.85 ,259.75 ,5.07 ,16.13 ,206.43 ,12176.25 ,12.96 ,15.39 ,1871.52 ,16210.50 ,0.00 ,0.25 ,1148.89 ,2055.27 ,5077.22 ,328.92 ,8.68 ,9.85 ,0.03 ,10.82 ,126.62 ,1.26 ,18.66 ,0.48 ,2.12 ,1.15 ,1.32 ,1.10 
Iceland-W,7.22 ,0.38 ,0.00 ,1167524.00 ,1381179.37 ,3401.81 ,74929.36 ,12349486.94 ,17300272.45 ,36178.65 ,316.94 ,2.33 ,22.09 ,240.96 ,8580.17 ,9.09 ,26.72 ,1207.73 ,13814.63 ,0.00 ,0.00 ,1341.90 ,1801.15 ,4676.88 ,499.16 ,23.54 ,9.30 ,0.48 ,9.05 ,118.10 ,6.17 ,38.93 ,0.87 ,1.08 ,1.45 ,1.29 ,1.41 
Iceland-W,12.51 ,0.00 ,0.00 ,2143350.47 ,1703212.29 ,3774.19 ,84360.26 ,15552821.11 ,22147437.80 ,55748.45 ,254.93 ,6.54 ,30.08 ,283.48 ,12832.66 ,13.37 ,38.70 ,1737.05 ,18020.09 ,1.66 ,0.00 ,3953.91 ,2726.45 ,5217.11 ,1055.84 ,27.84 ,12.67 ,0.11 ,11.42 ,143.51 ,6.03 ,47.62 ,1.16 ,1.15 ,1.41 ,1.23 ,1.40 
Iceland-W,14.14 ,0.78 ,0.00 ,2453911.72 ,1764934.44 ,5596.97 ,78455.97 ,16752640.27 ,23719577.56 ,119176.66 ,434.77 ,8.55 ,134.17 ,433.92 ,14243.77 ,15.31 ,79.29 ,2162.09 ,22794.53 ,1.68 ,0.58 ,3889.32 ,2356.32 ,6074.59 ,2195.80 ,23.14 ,14.67 ,0.14 ,3.84 ,161.05 ,26.02 ,37.15 ,1.70 ,3.99 ,2.75 ,2.30 ,2.68 
Iceland-W,9.55 ,0.24 ,0.00 ,2550685.63 ,1794370.90 ,8490.00 ,81871.21 ,16265905.84 ,23687593.27 ,40066.41 ,872.82 ,20.70 ,396.75 ,407.66 ,17865.29 ,17.98 ,231.28 ,2249.52 ,20445.36 ,1.99 ,1.00 ,3820.30 ,2459.13 ,6173.47 ,367.94 ,27.25 ,18.28 ,0.28 ,8.17 ,159.09 ,27.10 ,42.34 ,2.41 ,4.20 ,3.66 ,4.67 ,3.89 
Iceland-W,11.51 ,0.51 ,0.00 ,1815578.98 ,1625353.43 ,8669.57 ,89059.32 ,16395882.68 ,21766481.79 ,58109.52 ,1141.18 ,17.94 ,81.70 ,458.60 ,23820.00 ,18.35 ,48.35 ,1858.65 ,21932.49 ,1.31 ,1.00 ,3976.88 ,2169.84 ,4748.83 ,877.18 ,20.08 ,11.10 ,0.74 ,12.33 ,139.47 ,18.05 ,32.53 ,1.77 ,4.67 ,2.52 ,2.18 ,2.21 
Iceland-W,5.07 ,0.00 ,0.00 ,1508777.56 ,1394110.20 ,4316.00 ,90680.71 ,13001172.36 ,18165492.72 ,41125.87 ,274.53 ,8.74 ,59.09 ,242.60 ,15091.49 ,12.58 ,48.89 ,1454.71 ,14961.08 ,0.59 ,0.13 ,2731.30 ,2371.64 ,3932.09 ,976.66 ,16.38 ,12.29 ,0.28 ,10.91 ,114.25 ,7.54 ,29.04 ,1.02 ,0.83 ,2.19 ,1.52 ,1.98 
Iceland-W,5.09 ,0.16 ,0.00 ,1789458.11 ,1774512.43 ,4753.67 ,86519.52 ,15879552.39 ,22327979.13 ,37028.10 ,368.99 ,8.01 ,108.28 ,294.29 ,12573.08 ,13.25 ,154.86 ,1720.72 ,15787.05 ,1.22 ,0.53 ,2615.11 ,2889.97 ,4765.34 ,684.37 ,18.75 ,14.02 ,0.11 ,10.26 ,139.96 ,12.68 ,31.74 ,0.91 ,0.92 ,2.35 ,2.62 ,2.60 
Iceland-W,7.42 ,0.58 ,0.00 ,2096760.40 ,1677261.79 ,4943.79 ,96764.54 ,15448577.68 ,22217611.67 ,52621.63 ,409.63 ,13.38 ,94.91 ,290.84 ,18568.65 ,16.19 ,39.07 ,1763.16 ,21669.06 ,0.23 ,0.14 ,5468.28 ,2509.65 ,5073.28 ,834.15 ,17.44 ,8.85 ,0.41 ,17.82 ,217.19 ,6.09 ,31.22 ,1.29 ,1.02 ,2.15 ,2.59 ,2.44 
Iceland-W,7.11 ,0.04 ,0.00 ,2080440.30 ,1681795.38 ,4729.28 ,104647.50 ,15024534.54 ,21711652.69 ,44790.91 ,351.23 ,9.76 ,40.05 ,242.69 ,15304.56 ,14.44 ,32.55 ,1544.84 ,17290.61 ,0.91 ,0.00 ,5443.84 ,2447.39 ,5054.26 ,650.09 ,13.78 ,8.07 ,0.18 ,16.83 ,205.74 ,12.92 ,27.59 ,0.53 ,1.13 ,1.78 ,1.50 ,1.93 
Iceland-W,7.40 ,0.37 ,0.00 ,1843855.15 ,1754170.12 ,6137.97 ,94334.36 ,15489255.85 ,22848615.38 ,57007.49 ,448.99 ,12.53 ,34.33 ,361.58 ,14753.36 ,14.83 ,18.52 ,1618.34 ,16759.89 ,0.21 ,0.86 ,2325.34 ,2580.79 ,6320.36 ,921.06 ,11.49 ,16.56 ,0.11 ,13.12 ,138.71 ,8.79 ,21.59 ,0.56 ,1.17 ,1.82 ,1.38 ,1.67 
Iceland-W,6.78 ,0.26 ,0.00 ,2230469.77 ,1583839.50 ,4985.19 ,94775.44 ,15087113.76 ,22650616.99 ,47903.14 ,317.45 ,16.94 ,169.26 ,360.80 ,19736.18 ,21.20 ,91.01 ,1821.17 ,16931.58 ,0.84 ,0.50 ,2385.13 ,2663.19 ,6154.22 ,787.91 ,13.12 ,11.85 ,0.15 ,15.09 ,132.12 ,18.89 ,23.37 ,0.95 ,1.18 ,1.83 ,1.68 ,1.81 
Iceland-W,8.03 ,0.27 ,0.00 ,2140792.34 ,1333624.07 ,4789.73 ,101413.83 ,11968383.06 ,17115137.71 ,80196.20 ,365.05 ,19.34 ,85.05 ,308.80 ,11645.13 ,14.36 ,57.92 ,1955.07 ,21294.12 ,0.88 ,0.53 ,2907.29 ,2427.43 ,4428.01 ,2200.07 ,12.69 ,13.30 ,6.03 ,19.79 ,95.50 ,10.19 ,23.07 ,0.99 ,0.67 ,3.24 ,2.83 ,3.14 
Iceland-W,6.68 ,0.29 ,0.00 ,1907446.77 ,1354138.06 ,3077.65 ,98957.44 ,12140658.47 ,17171674.09 ,60276.45 ,321.67 ,14.46 ,43.78 ,303.84 ,9656.39 ,12.92 ,22.71 ,1339.92 ,16401.73 ,0.00 ,0.00 ,2765.82 ,2357.16 ,4367.65 ,1647.20 ,9.95 ,9.91 ,0.79 ,14.06 ,100.01 ,9.41 ,20.95 ,0.65 ,0.57 ,2.28 ,1.54 ,2.00 
Iceland-W,19.31 ,0.48 ,39.00 ,1195203.52 ,1577259.64 ,3261.84 ,33203.69 ,15590446.09 ,22068002.26 ,42744.85 ,328.70 ,5.23 ,17.61 ,360.51 ,10241.41 ,18.31 ,525.61 ,1652.53 ,18331.29 ,0.28 ,0.16 ,1753.85 ,2360.45 ,5320.12 ,710.89 ,219.33 ,21.19 ,1.02 ,15.47 ,115.28 ,6.39 ,268.14 ,8.54 ,1.83 ,16.22 ,16.78 ,16.33 
Iceland-W,3.76 ,0.07 ,51.81 ,1433090.35 ,1403032.93 ,3327.66 ,117112.27 ,14732277.19 ,17851885.86 ,30404.43 ,321.98 ,1.66 ,12.64 ,301.25 ,10136.59 ,14.70 ,15.84 ,1602.16 ,18430.82 ,0.00 ,0.00 ,1681.93 ,2345.70 ,4275.25 ,440.80 ,37.07 ,15.94 ,0.00 ,17.37 ,98.96 ,1.31 ,47.23 ,2.57 ,1.39 ,0.28 ,0.58 ,0.52 
Iceland-W,11.23 ,0.00 ,0.00 ,2258091.63 ,1197966.33 ,2114.59 ,317016.21 ,12909451.15 ,17378480.94 ,72293.20 ,266.55 ,5.95 ,40.45 ,216.12 ,10686.45 ,13.53 ,17.89 ,1798.58 ,21775.41 ,0.02 ,0.30 ,3491.44 ,2068.75 ,4362.31 ,1339.14 ,7.46 ,8.39 ,0.00 ,14.67 ,120.08 ,4.03 ,16.67 ,0.90 ,2.01 ,0.48 ,0.92 ,0.67 
Iceland-W,9.14 ,0.00 ,0.28 ,2037382.93 ,1315278.92 ,3262.94 ,227959.97 ,13154065.47 ,17301865.85 ,49377.59 ,335.84 ,5.02 ,38.17 ,357.81 ,8483.34 ,11.83 ,20.77 ,1611.57 ,15313.09 ,0.32 ,1.07 ,2985.99 ,2244.89 ,3775.35 ,677.55 ,14.69 ,9.41 ,0.00 ,11.30 ,121.96 ,9.51 ,23.33 ,1.37 ,0.80 ,0.86 ,1.20 ,0.86 
Iceland-W,8.61 ,0.21 ,41.16 ,3119096.01 ,1281096.22 ,3809.77 ,145248.71 ,13604686.63 ,19143283.74 ,67505.33 ,963.26 ,19.11 ,23.37 ,420.21 ,16299.45 ,21.23 ,26.80 ,2109.18 ,18648.91 ,0.33 ,1.06 ,1773.79 ,2321.26 ,4645.83 ,1524.21 ,29.98 ,10.95 ,0.10 ,21.18 ,104.98 ,19.68 ,41.13 ,2.04 ,1.07 ,1.04 ,1.44 ,1.30 
Iceland-W,8.70 ,0.04 ,1.12 ,2548398.78 ,1268159.77 ,3869.23 ,259982.48 ,14270059.30 ,18078578.65 ,67190.02 ,290.24 ,4.51 ,9.22 ,232.85 ,10837.15 ,19.34 ,22.60 ,1805.39 ,21053.46 ,0.00 ,0.71 ,2344.92 ,1904.58 ,4139.68 ,1472.13 ,8.98 ,10.82 ,0.00 ,13.34 ,100.74 ,3.12 ,18.78 ,0.71 ,1.37 ,0.21 ,0.54 ,0.36 
Iceland-W,9.94 ,0.14 ,128.45 ,1667534.17 ,1559036.86 ,3078.78 ,71551.85 ,16126114.83 ,19453433.87 ,38956.01 ,321.41 ,6.24 ,142.75 ,256.48 ,8135.17 ,14.93 ,20.70 ,1289.95 ,15596.55 ,0.00 ,0.00 ,2249.52 ,2198.36 ,4846.74 ,534.80 ,92.76 ,13.45 ,0.00 ,10.83 ,131.29 ,1.94 ,92.49 ,4.32 ,1.60 ,0.57 ,0.76 ,0.50 
Iceland-W,29.28 ,0.43 ,0.00 ,2782163.20 ,1089026.84 ,8949.97 ,262555.01 ,12075195.37 ,16031687.46 ,109133.95 ,4272.61 ,48.14 ,32.80 ,561.05 ,40184.11 ,29.90 ,42.21 ,1844.94 ,22288.40 ,1.96 ,1.49 ,2228.57 ,2195.84 ,4066.05 ,2009.67 ,19.32 ,7.53 ,0.16 ,15.29 ,123.90 ,29.75 ,16.91 ,0.63 ,1.51 ,1.79 ,3.76 ,2.20 
Iceland-W,6.61 ,0.30 ,59.73 ,2148144.82 ,1439938.17 ,3901.84 ,165492.73 ,15402922.83 ,19455086.13 ,74573.89 ,381.69 ,4.91 ,24.28 ,240.36 ,9902.69 ,14.07 ,26.52 ,1713.90 ,16331.72 ,0.00 ,0.00 ,2290.24 ,2491.90 ,4046.75 ,1433.84 ,23.62 ,10.97 ,0.00 ,15.73 ,128.83 ,11.57 ,31.84 ,1.58 ,0.90 ,1.02 ,1.17 ,0.99 
Iceland-W,12.86 ,0.28 ,14.03 ,2331148.03 ,1278360.09 ,18296.85 ,110398.27 ,14506103.52 ,16901272.93 ,360999.75 ,870.99 ,7.52 ,22.59 ,447.78 ,9371.78 ,11.97 ,20.19 ,1882.74 ,21118.63 ,0.00 ,0.29 ,2431.75 ,1601.07 ,3842.26 ,8613.28 ,5.43 ,6.94 ,0.00 ,11.64 ,110.68 ,24.56 ,6.37 ,1.42 ,1.64 ,1.68 ,1.71 ,1.47 
Iceland-W,10.99 ,0.24 ,0.00 ,1884696.96 ,1426249.99 ,4443.99 ,244545.08 ,14424608.68 ,17416166.64 ,35401.25 ,349.85 ,2.80 ,25.34 ,211.46 ,8549.48 ,14.36 ,37.68 ,1303.23 ,15066.69 ,0.00 ,0.00 ,1613.35 ,1996.93 ,4500.08 ,524.09 ,11.50 ,9.68 ,0.00 ,10.29 ,94.79 ,3.44 ,19.98 ,0.90 ,1.04 ,1.94 ,2.24 ,2.05 
Iceland-W,7.96 ,0.09 ,204.83 ,2015876.48 ,1451308.77 ,2538.67 ,76485.86 ,16693898.58 ,20109302.26 ,48857.66 ,249.83 ,4.98 ,118.24 ,373.53 ,15007.28 ,18.43 ,17.15 ,2047.03 ,17637.86 ,0.00 ,0.71 ,2070.58 ,2192.30 ,4749.29 ,1019.70 ,132.10 ,17.38 ,0.26 ,14.57 ,115.58 ,2.57 ,122.67 ,6.11 ,1.16 ,0.95 ,1.23 ,1.21 
Iceland-W,13.57 ,0.54 ,0.00 ,1329707.77 ,1551102.20 ,3112.36 ,35382.96 ,14619847.11 ,21332668.50 ,29156.98 ,308.09 ,3.32 ,10.80 ,240.13 ,6707.23 ,10.94 ,12.18 ,1318.20 ,14169.32 ,0.67 ,0.00 ,2556.87 ,2708.94 ,4852.45 ,281.08 ,154.02 ,16.78 ,0.48 ,7.01 ,135.53 ,6.26 ,193.72 ,6.28 ,1.51 ,1.90 ,1.68 ,1.52 
Iceland-W,4.58 ,0.19 ,61.69 ,1531886.27 ,1357224.79 ,2376.23 ,125553.99 ,14471333.17 ,17510138.80 ,31537.68 ,299.37 ,4.16 ,67.27 ,229.30 ,8303.24 ,10.99 ,26.79 ,1326.55 ,14388.61 ,0.60 ,0.27 ,2666.52 ,2473.88 ,4086.35 ,432.35 ,33.10 ,12.33 ,0.00 ,6.84 ,120.00 ,3.52 ,44.06 ,2.57 ,1.05 ,0.48 ,0.57 ,0.45 
Iceland-W,6.13 ,0.15 ,21.39 ,2463545.34 ,1347202.69 ,3241.03 ,276850.87 ,14778485.98 ,18716012.49 ,90714.40 ,389.36 ,5.85 ,59.91 ,315.97 ,13623.56 ,18.66 ,25.31 ,2135.84 ,19570.17 ,0.66 ,0.29 ,1482.77 ,2534.77 ,4370.10 ,1766.43 ,10.70 ,13.16 ,0.13 ,17.65 ,113.02 ,13.07 ,21.28 ,1.29 ,1.29 ,1.45 ,1.42 ,1.10 
Iceland-W,22.36 ,0.00 ,50.99 ,3132648.60 ,1333846.31 ,4238.30 ,78397.96 ,14115530.76 ,18665591.86 ,76522.74 ,465.54 ,8.16 ,30.49 ,352.31 ,12078.03 ,13.26 ,27.61 ,1718.00 ,19171.93 ,0.35 ,1.09 ,2278.93 ,2478.35 ,4634.97 ,1491.74 ,22.18 ,11.79 ,0.44 ,13.50 ,100.00 ,47.28 ,29.03 ,1.65 ,1.03 ,1.82 ,1.99 ,1.67 
Iceland-W,11.16 ,0.08 ,35.74 ,2709423.19 ,1215035.99 ,3403.50 ,95414.34 ,13526609.14 ,17574635.62 ,93219.18 ,409.56 ,7.34 ,65.01 ,306.94 ,12830.34 ,16.23 ,19.45 ,2118.88 ,18273.70 ,0.00 ,0.27 ,2584.00 ,2249.99 ,4309.41 ,1934.44 ,16.89 ,11.25 ,0.01 ,14.34 ,103.23 ,6.17 ,27.25 ,0.90 ,1.10 ,0.75 ,0.88 ,0.77 
Iceland-W,14.03 ,0.17 ,23.89 ,3352363.65 ,1292568.29 ,4476.09 ,234315.42 ,15130452.32 ,20242667.14 ,94163.95 ,768.13 ,16.08 ,22.11 ,299.22 ,14981.14 ,23.57 ,24.91 ,2013.90 ,19332.17 ,0.34 ,0.00 ,1965.98 ,2816.48 ,4748.95 ,2484.40 ,9.38 ,9.12 ,0.33 ,15.69 ,130.99 ,14.48 ,17.85 ,0.93 ,1.27 ,5.15 ,6.78 ,5.55 
Iceland-W,8.29 ,0.00 ,25.26 ,1900018.07 ,1201035.62 ,2923.91 ,251989.03 ,12603885.99 ,15958334.36 ,50776.80 ,273.62 ,3.96 ,32.43 ,179.76 ,7721.07 ,11.48 ,13.78 ,1271.37 ,16574.46 ,0.00 ,0.66 ,1538.40 ,1990.51 ,3792.51 ,1125.60 ,8.73 ,12.31 ,0.01 ,9.51 ,119.92 ,9.51 ,15.03 ,0.52 ,0.95 ,1.12 ,1.15 ,0.99 
Iceland-W,13.45 ,0.15 ,37.54 ,2463672.90 ,1409349.20 ,2504.36 ,266801.54 ,14535793.22 ,18964946.98 ,61974.93 ,272.30 ,4.93 ,60.65 ,248.91 ,10150.29 ,14.31 ,26.50 ,1464.95 ,20386.59 ,0.00 ,1.10 ,2363.16 ,1962.90 ,4542.38 ,1110.13 ,12.08 ,12.48 ,0.62 ,14.32 ,116.64 ,7.05 ,18.63 ,0.61 ,1.08 ,1.97 ,2.23 ,2.13 
Iceland-W,13.97 ,0.14 ,28.91 ,2526435.09 ,1462228.07 ,3163.68 ,106022.67 ,14521945.81 ,18432738.40 ,51416.67 ,837.15 ,10.89 ,10.14 ,291.62 ,12937.87 ,14.18 ,18.44 ,1715.99 ,18027.45 ,0.60 ,0.00 ,1679.43 ,2503.88 ,4315.41 ,769.65 ,27.94 ,11.16 ,0.00 ,8.72 ,104.93 ,5.48 ,38.62 ,1.09 ,1.21 ,1.62 ,1.59 ,1.67 
Iceland-W,6.36 ,0.00 ,32.54 ,2138471.51 ,1659013.85 ,2623.09 ,197306.36 ,17053368.32 ,21631769.08 ,41412.37 ,309.56 ,2.68 ,10.61 ,280.74 ,9646.43 ,15.17 ,23.68 ,1354.92 ,17089.39 ,0.02 ,0.30 ,1389.34 ,2204.93 ,4934.18 ,662.21 ,22.03 ,12.85 ,0.00 ,13.18 ,113.93 ,14.95 ,32.16 ,1.29 ,1.26 ,0.72 ,0.68 ,0.69 
Iceland-W,8.59 ,0.00 ,61.16 ,1932115.98 ,1237423.61 ,2490.71 ,169863.22 ,14198745.91 ,17472529.05 ,60349.06 ,284.84 ,4.15 ,25.74 ,259.80 ,9102.07 ,13.17 ,23.24 ,1565.51 ,14690.02 ,0.00 ,0.69 ,1372.22 ,1813.83 ,4397.79 ,1225.71 ,37.30 ,9.80 ,0.00 ,13.73 ,93.32 ,13.73 ,50.47 ,1.62 ,1.07 ,0.88 ,0.88 ,0.81 
Iceland-W,23.49 ,0.00 ,7.21 ,2746964.92 ,1297171.01 ,1994.40 ,235041.42 ,14294022.67 ,19065496.83 ,67791.99 ,235.83 ,6.24 ,20.20 ,328.68 ,14123.13 ,20.65 ,23.20 ,2185.16 ,19383.72 ,0.00 ,0.66 ,3280.82 ,2450.47 ,4582.90 ,1290.92 ,11.26 ,8.81 ,0.00 ,19.63 ,106.50 ,5.87 ,22.17 ,1.38 ,1.18 ,1.66 ,1.68 ,1.60 
Iceland-W,10.84 ,0.48 ,10.25 ,1752952.26 ,1687604.91 ,4804.60 ,41187.74 ,15710805.47 ,22129556.48 ,37649.49 ,289.60 ,11.08 ,29.19 ,269.91 ,14194.24 ,10.52 ,14.78 ,1889.61 ,17669.63 ,1.41 ,0.17 ,4126.83 ,2025.20 ,4702.84 ,333.81 ,128.26 ,17.11 ,0.66 ,2.14 ,182.67 ,13.38 ,169.77 ,5.02 ,1.87 ,2.05 ,1.70 ,1.97 
Iceland-W,1.55 ,0.03 ,0.00 ,1510107.53 ,1372863.24 ,2628.53 ,260750.70 ,14197305.31 ,17808045.95 ,38154.87 ,304.16 ,9.38 ,71.80 ,276.70 ,18215.65 ,14.24 ,46.64 ,2249.22 ,17754.61 ,0.00 ,1.05 ,3804.68 ,1721.92 ,3867.21 ,487.07 ,7.61 ,12.95 ,0.00 ,1.52 ,150.96 ,6.78 ,13.44 ,0.67 ,1.75 ,0.80 ,0.44 ,0.72 
Iceland-W,10.16 ,0.08 ,7.13 ,2810006.43 ,1361713.50 ,2785.34 ,233152.35 ,14689912.21 ,18885761.08 ,84855.59 ,489.96 ,9.64 ,53.13 ,254.11 ,12164.30 ,11.96 ,37.94 ,1535.78 ,16343.31 ,0.00 ,1.43 ,1470.71 ,2067.59 ,4298.51 ,1478.04 ,12.00 ,8.97 ,0.00 ,15.86 ,115.36 ,4.77 ,20.15 ,0.74 ,1.27 ,0.81 ,0.83 ,1.01 
Iceland-W,15.93 ,0.15 ,230.23 ,2713634.69 ,1421540.18 ,2521.85 ,50401.48 ,15896792.04 ,20773040.29 ,49251.35 ,255.84 ,10.65 ,143.92 ,269.99 ,10748.60 ,14.56 ,49.07 ,1655.14 ,17727.38 ,1.28 ,1.06 ,2715.13 ,2413.48 ,4818.24 ,802.59 ,296.92 ,14.32 ,0.08 ,12.48 ,125.54 ,6.08 ,230.96 ,10.66 ,1.42 ,1.08 ,1.54 ,1.20 
